Ticker,Listed Data,City,State,Number of employees,Industry,IPO Price,Current,Return,Year
MRVI,2020-11-20,SAN DIEGO,CA,460.0,PHARMACEUTICAL PREPARATIONS,27.0,29.38,8.81%,2020
KWAC,2021-02-17,NEW YORK,NY,2.0,BLANK CHECKS,10.0,10.16,1.60%,2021
OCA,2021-01-12,MILLBURN,NJ,3.0,"FIRE, MARINE & CASUALTY INSURANCE",10.0,9.93,-0.70%,2021
SHC,2020-11-20,BROADVIEW HEIGHTS,OH,3000.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",23.0,21.29,-7.43%,2020
JYAC,2020-11-19,PALO ALTO,CA,4.0,BLANK CHECKS,10.0,9.76,-2.40%,2020
OLMA,2020-11-19,SAN FRANCISCO,CA,37.0,PHARMACEUTICAL PREPARATIONS,19.0,5.88,-69.05%,2020
TLS,2020-11-19,ASHBURN,VA,785.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,17.0,10.11,-40.53%,2020
LNFA,2021-01-07,CHICAGO,IL,2.0,BLANK CHECKS,10.0,10.06,0.60%,2021
PHIC,2021-01-08,NEW YORK,NY,2.0,BLANK CHECKS,10.0,9.79,-2.10%,2021
OTRA,2020-12-10,MIAMI,FL,2.0,BLANK CHECKS,10.0,10.16,1.60%,2020
PIPP,2021-01-07,FORT LAUDERDALE,FL,3.0,BLANK CHECKS,10.0,9.8,-2.00%,2021
ZNTE,2021-01-07,BEACHWOOD,OH,2.0,BLANK CHECKS,10.0,10.2,1.95%,2021
BWAC,2020-12-28,NEW YORK,NY,3.0,BLANK CHECKS,10.0,10.2,2.00%,2020
HAAC,2021-01-04,CAMBRIDGE,MA,2.0,BLANK CHECKS,10.0,9.79,-2.10%,2021
NOAC,2021-01-29,WESTON,MA,2.0,BLANK CHECKS,10.0,9.78,-2.20%,2021
ADOC,2020-12-10,VICTOR,NY,2.0,BLANK CHECKS,10.0,10.25,2.50%,2020
CONX,2020-12-21,LITTLETON,CO,1.0,BLANK CHECKS,10.0,9.81,-1.90%,2020
BHSE,2020-12-17,MIAMI BEACH,FL,2.0,BLANK CHECKS,10.0,10.02,0.22%,2020
SQZ,2020-10-30,WATERTOWN,MA,98.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",16.0,7.38,-53.88%,2020
JUPW,2020-10-30,JUPITER,FL,5.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",7.5,1.02,-86.40%,2020
AVIR,2020-10-30,BOSTON,MA,56.0,PHARMACEUTICAL PREPARATIONS,24.0,6.8,-71.67%,2020
GLTO,2020-10-29,BOSTON,MA,28.0,PHARMACEUTICAL PREPARATIONS,15.0,2.3,-84.67%,2020
ALGM,2020-10-29,MANCHESTER,NH,520.0,SEMICONDUCTORS & RELATED DEVICES,14.0,27.57,96.93%,2020
LESL,2020-10-29,PHOENIX,AZ,3700.0,"RETAIL-RETAIL STORES, NEC",17.0,20.03,17.82%,2020
BOAC,2020-12-18,DALLAS,TX,3.0,BLANK CHECKS,10.0,9.82,-1.80%,2020
ROOT,2020-10-28,COLUMBUS,OH,1007.0,"FIRE, MARINE & CASUALTY INSURANCE",27.0,1.83,-93.22%,2020
MAX,2020-10-28,LOS ANGELES,CA,117.0,"INSURANCE CARRIERS, NEC",19.0,13.17,-30.68%,2020
GATO,2020-10-28,GREENWOOD VILLAGE,CO,641.0,GOLD AND SILVER ORES,7.0,2.99,-57.29%,2020
BDSX,2020-10-28,BOULDER,CO,200.0,SERVICES-MEDICAL LABORATORIES,18.0,3.71,-79.39%,2020
MACU,2020-11-27,CORNELIUS,NC,2.0,BLANK CHECKS,10.0,10.04,0.40%,2020
LUXA,2020-12-14,NEW YOK,NY,3.0,BLANK CHECKS,10.0,9.82,-1.80%,2020
EUCR,2020-12-14,NEW YORK,NY,4.0,BLANK CHECKS,10.0,9.81,-1.90%,2020
FHTX,2020-10-23,CAMBRIDGE,MA,95.0,PHARMACEUTICAL PREPARATIONS,16.0,13.54,-15.38%,2020
BLSA,2020-10-22,BOSTON,MA,2.0,BLANK CHECKS,10.0,9.83,-1.70%,2020
MCFE,2020-10-22,SAN JOSE,CA,6916.0,SERVICES-PREPACKAGED SOFTWARE,20.0,25.79,28.95%,2020
TEKK,2020-12-14,LAS VEGAS,NV,4.0,BLANK CHECKS,10.0,9.8,-2.00%,2020
GHLD,2020-10-22,SAN DIEGO,CA,4400.0,MORTGAGE BANKERS & LOAN CORRESPONDENTS,15.0,13.3,-11.33%,2020
LFTR,2020-12-15,BOSTON,MA,5.0,BLANK CHECKS,10.0,9.8,-2.00%,2020
HIGA,2020-12-11,MIAMI,FL,4.0,BLANK CHECKS,10.0,9.83,-1.70%,2020
XPOA,2020-12-11,MIAMI,FL,3.0,BLANK CHECKS,10.0,9.8,-2.00%,2020
SRSA,2020-12-11,GREENWICH,CT,6.0,BLANK CHECKS,10.0,9.8,-2.00%,2020
HZON,2020-12-10,GREENWICH,CT,3.0,BLANK CHECKS,10.0,9.83,-1.70%,2020
HLXA,2020-10-20,BOSTON,MA,2.0,PHARMACEUTICAL PREPARATIONS,10.0,9.88,-1.20%,2020
TARS,2020-10-16,IRVINE,CA,20.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",16.0,16.74,4.59%,2020
ALGS,2020-10-16,SOUTH SAN FRANCISCO,CA,86.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",15.0,2.94,-80.40%,2020
KRBP,2020-10-16,HOUSTON,TX,19.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",12.0,0.83,-93.08%,2020
TMPM,2020-12-07,CAMBRIDGE,MA,4.0,BLANK CHECKS,10.0,9.82,-1.80%,2020
EAR,2020-10-16,SAN JOSE,CA,238.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",18.0,4.82,-73.22%,2020
PRAX,2020-10-16,BOSTON,MA,67.0,PHARMACEUTICAL PREPARATIONS,19.0,12.73,-33.00%,2020
ARRY,2020-10-15,ALBUQUERQUE,NM,387.0,MISCELLANEOUS MANUFACTURING INDUSTRIES,22.0,9.74,-55.73%,2020
EBC,2020-10-15,BOSTON,MA,1884.0,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",10.0,20.7,107.00%,2020
CDAK,2020-10-14,CAMBRIDGE,MA,105.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",15.0,4.98,-66.80%,2020
IPOF,2020-11-30,PALO ALTO,CA,4.0,BLANK CHECKS,10.0,9.9,-1.00%,2020
SPRB,2020-10-09,DALY CITY,CA,19.0,PHARMACEUTICAL PREPARATIONS,15.0,2.33,-84.50%,2020
STTK,2020-10-09,AUSTIN,TX,59.0,PHARMACEUTICAL PREPARATIONS,17.0,5.72,-66.35%,2020
KRON,2020-10-09,SAN MATEO,CA,95.0,PHARMACEUTICAL PREPARATIONS,19.0,7.67,-59.63%,2020
IPOD,2020-11-30,PALO ALTO,CA,4.0,BLANK CHECKS,10.0,9.9,-1.00%,2020
AZYO,2020-10-08,SILVER SPRING,MD,176.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",17.0,5.64,-66.82%,2020
SQFT,2020-10-07,SAN DIEGO,CA,22.0,REAL ESTATE INVESTMENT TRUSTS,5.0,3.68,-26.40%,2020
TPGY,2020-11-27,FORTH WORTH,TX,3.0,BLANK CHECKS,10.0,9.82,-1.80%,2020
FMAC,2020-11-27,NEW YORK,NY,4.0,BLANK CHECKS,10.0,9.89,-1.10%,2020
ASAQ,2020-10-15,STAMFORD,CT,5.0,BLANK CHECKS,10.0,9.83,-1.70%,2020
AVAN,2020-11-23,NEWARK,DE,2.0,BLANK CHECKS,10.0,9.81,-1.90%,2020
ASO,2020-10-02,KATY,TX,22000.0,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,13.0,37.37,187.46%,2020
CCCC,2020-10-02,WATERTOWN,MA,99.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",19.0,23.11,21.63%,2020
ONCR,2020-10-02,CAMBRIDGE,MA,56.0,PHARMACEUTICAL PREPARATIONS,15.0,3.01,-79.93%,2020
IMNM,2020-10-02,EXTON,PA,23.0,PHARMACEUTICAL PREPARATIONS,12.0,7.95,-33.75%,2020
IGAC,2020-11-23,NEW YORK,NY,2.0,BLANK CHECKS,10.0,9.82,-1.80%,2020
LUNG,2020-10-01,REDWOOD CITY,CA,170.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,19.0,24.55,29.21%,2020
PLTR,2020-09-30,DENVER,CO,2733.0,SERVICES-PREPACKAGED SOFTWARE,7.25,12.45,71.72%,2020
ASAN,2020-09-30,SAN FRANCISCO,CA,1080.0,SERVICES-PREPACKAGED SOFTWARE,21.0,46.06,119.33%,2020
GRAY,2020-09-25,REDWOOD CITY,CA,25.0,PHARMACEUTICAL PREPARATIONS,16.0,1.29,-91.94%,2020
GLSI,2020-09-25,STAFFORD,TX,3.0,PHARMACEUTICAL PREPARATIONS,5.75,19.41,237.57%,2020
AMST,2020-09-25,ANN ARBOR,MI,26.0,SERVICES-PREPACKAGED SOFTWARE,5.0,0.79,-84.23%,2020
PMVP,2020-09-25,CRANBURY,NJ,44.0,PHARMACEUTICAL PREPARATIONS,18.0,14.86,-17.44%,2020
PRLD,2020-09-25,WILMINGTON,DE,113.0,PHARMACEUTICAL PREPARATIONS,19.0,9.49,-50.05%,2020
TSHA,2020-09-24,DALLAS,TX,38.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",20.0,7.78,-61.10%,2020
LSF,2020-09-23,SISTERS,OR,150.0,FOOD AND KINDRED PRODUCTS,22.0,7.21,-67.23%,2020
CRSR,2020-09-23,FREMONT,CA,2411.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",17.0,18.65,9.71%,2020
GDRX,2020-09-23,SANTA MONICA,CA,478.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,33.0,26.56,-19.52%,2020
BSY,2020-09-23,EXTON,PA,4010.0,SERVICES-PREPACKAGED SOFTWARE,22.0,37.89,72.23%,2020
PMVC,2020-11-12,PALM BEACH,FL,7.0,BLANK CHECKS,10.0,9.85,-1.50%,2020
ATHA,2020-09-18,BOTHELL,WA,22.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",17.0,9.58,-43.65%,2020
U,2020-09-18,SAN FRANCISCO,CA,4934.0,SERVICES-PREPACKAGED SOFTWARE,52.0,92.54,77.96%,2020
NMMC,2020-11-10,NEW YORK,NY,2.0,BLANK CHECKS,10.0,9.85,-1.50%,2020
OACB,2020-11-09,LOS ANGELES,CA,4.0,BLANK CHECKS,10.0,9.89,-1.10%,2020
DYN,2020-09-17,WALTHAM,MA,88.0,PHARMACEUTICAL PREPARATIONS,19.0,6.58,-65.37%,2020
PTVE,2020-09-17,LAKE FOREST,IL,14600.0,"PLASTICS, FOIL & COATED PAPER BAGS",14.0,10.51,-24.93%,2020
AMWL,2020-09-17,BOSTON,MA,812.0,"SERVICES-BUSINESS SERVICES, NEC",18.0,4.39,-75.61%,2020
BNL,2020-09-17,ROCHESTER,NY,71.0,REAL ESTATE INVESTMENT TRUSTS,17.0,22.47,32.18%,2020
SUMO,2020-09-17,REDWOOD CITY,CA,759.0,SERVICES-PREPACKAGED SOFTWARE,22.0,11.2,-49.09%,2020
FROG,2020-09-16,SUNNYVALE,CA,700.0,SERVICES-PREPACKAGED SOFTWARE,44.0,24.63,-44.02%,2020
SNOW,2020-09-16,BOZEMAN,MT,2495.0,SERVICES-PREPACKAGED SOFTWARE,120.0,256.26,113.55%,2020
STEP,2020-09-16,NEW YORK,NY,731.0,INVESTMENT ADVICE,18.0,33.51,86.17%,2020
MTCR,2020-09-16,SAN DIEGO,CA,35.0,PHARMACEUTICAL PREPARATIONS,13.0,0.48,-96.33%,2020
EQD,2020-11-06,CHICAGO,IL,3.0,BLANK CHECKS,10.0,9.85,-1.50%,2020
ENPC,2020-11-06,BOSTON,MA,1.0,BLANK CHECKS,25.0,9.84,-60.64%,2020
OM,2020-09-15,SAN JOSE,CA,313.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,27.0,35.44,31.26%,2020
LEAP,2020-11-02,PALO ALTO,CA,2.0,BLANK CHECKS,10.0,9.84,-1.60%,2020
PIAI,2020-11-02,SAN JOSE,CA,2.0,BLANK CHECKS,10.0,9.86,-1.40%,2020
CRHC,2020-10-30,WILMINGTON,DE,1.0,BLANK CHECKS,10.0,9.86,-1.40%,2020
TWND,2020-10-23,LOS ANGELES,CA,2.0,SERVICES-MANAGEMENT CONSULTING SERVICES,10.0,9.84,-1.60%,2020
AUVI,2020-08-31,MOUNT VERNON,NY,37.0,ELECTRIC LIGHTING & WIRING EQUIPMENT,5.0,1.61,-67.80%,2020
HCDI,2020-08-28,GIG HARBOR,WA,40.0,OPERATIVE BUILDERS,6.0,2.52,-58.00%,2020
KYMR,2020-08-21,WATERTOWN,MA,136.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",20.0,39.34,96.70%,2020
FST,2020-10-12,RIDGEFIELD,CT,4.0,BLANK CHECKS,10.0,10.25,2.50%,2020
INBX,2020-08-19,LA JOLLA,CA,91.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",17.0,26.0,52.94%,2020
HRMY,2020-08-19,PLYMOUTH MEETING,PA,150.0,PHARMACEUTICAL PREPARATIONS,24.0,37.01,54.21%,2020
LCAP,2020-10-13,MIAMI,FL,3.0,"SERVICES-BUSINESS SERVICES, NEC",10.0,10.03,0.30%,2020
DCT,2020-08-14,BOSTON,MA,1653.0,SERVICES-PREPACKAGED SOFTWARE,27.0,24.96,-7.56%,2020
RBAC,2020-10-05,NEW YORK,NY,3.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,10.0,9.92,-0.80%,2020
NTST,2020-08-13,DALLAS,TX,19.0,REAL ESTATE INVESTMENT TRUSTS,18.0,21.88,21.56%,2020
KBNT,2020-08-12,NEW YORK,NY,13.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,5.0,2.04,-59.20%,2020
VMAC,2020-08-21,NEW YORK,NY,2.0,RADIO BROADCASTING STATIONS,10.0,9.83,-1.70%,2020
CMPI,2020-08-07,CAMBRIDGE,MA,28.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",15.0,2.36,-84.30%,2020
AFIB,2020-08-06,CARLSBAD,CA,291.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,18.0,2.09,-88.39%,2020
RKT,2020-08-06,DETROIT,MI,24000.0,MORTGAGE BANKERS & LOAN CORRESPONDENTS,18.0,11.83,-34.28%,2020
OSH,2020-08-06,CHICAGO,IL,4000.0,SERVICES-HEALTH SERVICES,21.0,17.22,-18.00%,2020
BIGC,2020-08-05,AUSTIN,TX,813.0,SERVICES-PREPACKAGED SOFTWARE,24.0,28.94,20.58%,2020
RXT,2020-08-05,SAN ANTONIO,TX,7200.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",21.0,11.89,-43.38%,2020
GOAC,2020-09-25,NEW YORK,NY,5.0,BLANK CHECKS,10.0,9.87,-1.30%,2020
HSAQ,2020-08-04,NEW YORK,NY,4.0,BLANK CHECKS,10.0,9.85,-1.50%,2020
FTHM,2020-07-31,CARY,NC,38.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),10.0,12.93,29.30%,2020
GOED,2020-07-31,ST. CHARLES,MO,102.0,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",9.0,2.03,-77.44%,2020
ETAC,2020-09-18,BURLINGAME,CA,2.0,BLANK CHECKS,10.0,9.87,-1.30%,2020
PRPB,2020-09-21,NEW YORK,NY,4.0,BLANK CHECKS,10.0,9.91,-0.90%,2020
VITL,2020-07-31,AUSTIN,TX,161.0,FOOD AND KINDRED PRODUCTS,22.0,15.38,-30.09%,2020
ALVR,2020-07-30,CAMBRIDGE,MA,110.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",17.0,7.68,-54.82%,2020
VERX,2020-07-29,KING OF PRUSSIA,PA,1200.0,SERVICES-PREPACKAGED SOFTWARE,19.0,12.99,-31.63%,2020
ACEV,2020-09-17,WILMINGTON,DE,4.0,SEMICONDUCTORS & RELATED DEVICES,10.0,10.0,0.00%,2020
NRIX,2020-07-24,SAN FRANCISCO,CA,242.0,PHARMACEUTICAL PREPARATIONS,19.0,17.64,-7.16%,2020
INZY,2020-07-24,BOSTON,MA,38.0,PHARMACEUTICAL PREPARATIONS,16.0,6.4,-60.00%,2020
ITOS,2020-07-24,CAMBRIDGE,MA,74.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",19.0,35.15,85.00%,2020
ANNX,2020-07-24,SOUTH SAN FRANCISCO,CA,62.0,PHARMACEUTICAL PREPARATIONS,17.0,7.27,-57.24%,2020
MEG,2020-07-23,IRVINE,CA,2300.0,SERVICES-MANAGEMENT CONSULTING SERVICES,15.0,43.92,192.80%,2020
ERES,2020-09-14,BOCA RATON,FL,6.0,BLANK CHECKS,10.0,9.87,-1.30%,2020
PSTH,2020-09-11,NEW YORK,NY,4.0,BLANK CHECKS,20.0,19.81,-0.95%,2020
JAMF,2020-07-22,MINNEAPOLIS,MN,1496.0,SERVICES-PREPACKAGED SOFTWARE,26.0,32.23,23.96%,2020
BLI,2020-07-17,EMERYVILLE,CA,85.0,LABORATORY ANALYTICAL INSTRUMENTS,22.0,8.33,-62.14%,2020
ALXO,2020-07-17,SOUTH SAN FRANCISCO,CA,32.0,PHARMACEUTICAL PREPARATIONS,19.0,13.65,-28.16%,2020
TIG,2020-07-16,WAYZATA,MN,334.0,"FIRE, MARINE & CASUALTY INSURANCE",15.0,7.49,-50.07%,2020
RLAY,2020-07-16,CAMBRIDGE,MA,159.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",20.0,20.88,4.40%,2020
HPX,2020-09-07,WILMINGTON,DE,1.0,BLANK CHECKS,10.0,9.88,-1.20%,2020
GOCO,2020-07-15,CHICAGO,IL,3067.0,"INSURANCE AGENTS, BROKERS & SERVICE",21.0,2.37,-88.71%,2020
NKTX,2020-07-10,SOUTH SAN FRANCISCO,CA,133.0,PHARMACEUTICAL PREPARATIONS,18.0,9.25,-48.61%,2020
PSTX,2020-07-10,SAN DIEGO,CA,254.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",16.0,4.29,-73.19%,2020
LMND,2020-07-02,NEW YORK,NY,567.0,"FIRE, MARINE & CASUALTY INSURANCE",29.0,28.92,-0.28%,2020
ACCD,2020-07-02,PLYMOUTH MEETING,PA,2350.0,"SERVICES-BUSINESS SERVICES, NEC",22.0,18.7,-15.00%,2020
DNB,2020-07-01,SHORT HILLS,NJ,4039.0,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",22.0,19.68,-10.55%,2020
ADTX,2020-06-30,RICHMOND,VA,43.0,PHARMACEUTICAL PREPARATIONS,9.0,0.43,-95.26%,2020
ACI,2020-06-26,BOISE,ID,300000.0,RETAIL-GROCERY STORES,16.0,28.47,77.94%,2020
AKUS,2020-06-26,BOSTON,MA,69.0,PHARMACEUTICAL PREPARATIONS,17.0,5.87,-65.50%,2020
FMTX,2020-06-19,WATERTOWN,MA,156.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",20.0,10.86,-45.70%,2020
PROG,2020-06-19,SAN DIEGO,CA,265.0,SERVICES-MEDICAL LABORATORIES,15.0,1.49,-90.07%,2020
RPRX,2020-06-16,NEW YORK,NY,51.0,PHARMACEUTICAL PREPARATIONS,28.0,40.03,42.96%,2020
RNA,2020-06-12,LA JOLLA,CA,82.0,PHARMACEUTICAL PREPARATIONS,18.0,16.0,-11.11%,2020
GBIO,2020-06-12,CAMBRIDGE,MA,100.0,PHARMACEUTICAL PREPARATIONS,19.0,5.88,-69.05%,2020
PCVX,2020-06-12,FOSTER CITY,CA,58.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",16.0,18.0,12.50%,2020
AZEK,2020-06-12,CHICAGO,IL,2072.0,"PLASTICS PRODUCTS, NEC",23.0,32.0,39.13%,2020
LTRN,2020-06-11,DALLAS,TX,15.0,PHARMACEUTICAL PREPARATIONS,15.0,6.48,-56.80%,2020
VRM,2020-06-09,NEW YORK,NY,944.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,22.0,7.19,-67.32%,2020
FOUR,2020-06-05,ALLENTOWN,PA,1311.0,"SERVICES-BUSINESS SERVICES, NEC",23.0,48.78,112.09%,2020
AMTI,2020-06-05,SOUTH SAN FRANCISCO,CA,113.0,PHARMACEUTICAL PREPARATIONS,14.0,8.4,-40.00%,2020
ZI,2020-06-04,VANCOUVER,WA,1747.0,SERVICES-PREPACKAGED SOFTWARE,21.0,49.11,133.86%,2020
PLRX,2020-06-03,SOUTH SAN FRANCISCO,CA,78.0,PHARMACEUTICAL PREPARATIONS,16.0,10.87,-32.06%,2020
WMG,2020-06-03,NEW YORK,NY,5900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,25.0,40.64,62.56%,2020
NARI,2020-05-22,IRVINE,CA,456.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,19.0,71.16,274.53%,2020
SLQT,2020-05-21,OVERLAND PARK,KS,3300.0,"INSURANCE AGENTS, BROKERS & SERVICE",20.0,6.56,-67.20%,2020
AYLA,2020-05-08,WILMINGTON,DE,31.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",15.0,6.01,-59.97%,2020
GAN,2020-05-05,IRVINE,CA,246.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",8.5,6.37,-25.06%,2020
LYRA,2020-05-01,WATERTOWN,MA,54.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,16.0,4.07,-74.56%,2020
